entity,classes
Central_District_(Marand_County),{'Settlement'}
"Garrett_County,_Maryland","{'AdministrativeRegion', 'Location', 'Settlement'}"
Korbinian_Viechter,set()
Second_Battle_of_Saltville,{'MilitaryConflict'}
Yitzhak_Katznelson,{'Scientist'}
Baek_Jin-hee,{'Person'}
The_St._Louis_Kid,{'Film'}
Shaun_Derry,"{'SoccerManager', 'SoccerPlayer'}"
Ninoslav_Milenković,{'SoccerPlayer'}
Pasquale_Bruno,{'SoccerPlayer'}
Ex-Lady,{'Film'}
David_Reynoso,{'Person'}
Sandro_Iashvili,{'SoccerPlayer'}
The_Cabinet_of_Caligari,{'Film'}
Arvicolinae,set()
The_Messenger_(Silva_novel),{'Book'}
Penny_Wong,"{'OfficeHolder', 'Politician'}"
Contours_(album),{'Album'}
Markus_Reiter,{'SoccerManager'}
The_Cruel_Sea_(band),{'Band'}
The_Doors_(film),{'Film'}
List_of_zones_of_Nepal,"{'Location', 'AdministrativeRegion'}"
Cha_Seung-won,{'Person'}
Newburn,"{'Location', 'Village'}"
ASA_Tel_Aviv_University,{'SoccerClub'}
Ken_Willingham,{'SoccerPlayer'}
GLC_(rapper),{'MusicalArtist'}
Scottish_Republican_Socialist_Movement,{'PoliticalParty'}
Nahr-e_Anbar_Rural_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
Prince_Ea,{'MusicalArtist'}
Chalakudy,"{'Location', 'Town'}"
Fumaria,{'Insect'}
Chet_Atkins_in_Hollywood,{'Album'}
"Mount_Gambier,_South_Australia",{'City'}
Janice_Acoose,{'Person'}
Boehringer_Ingelheim,{'Company'}
Treat_Me_Right_(Pat_Benatar_song),{'Single'}
Red_Steagall,{'MusicalArtist'}
"Lahaina,_Hawaii","{'Location', 'Settlement'}"
Georgia's_4th_congressional_district,"{'Settlement', 'AdministrativeRegion'}"
Acid_Rap,{'Album'}
Pir_Taj_Rural_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
David_Williamson,"{'Writer', 'Agent'}"
South_Bronx_(song),"{'Single', 'Song'}"
Billy_Crudup,{'Person'}
Li_Lanqing,"{'OfficeHolder', 'Politician'}"
Wavertree,"{'Location', 'Settlement'}"
Scott_Oden,{'Writer'}
The_Red_Hot_Chili_Peppers_(album),{'Album'}
"Franklin,_Tennessee",{'City'}
Innocent_Bystanders,{'Band'}
Breiðablik_UBK,{'SoccerClub'}
Elizabeth_Dole,"{'OfficeHolder', 'Politician'}"
George_Lewis_(trombonist),"{'MusicalArtist', 'Person'}"
Inuvik_Region,"{'AdministrativeRegion', 'Location', 'Settlement'}"
Sun_City_Girls,{'Band'}
Providential,"{'RaceHorse', 'Horse'}"
Jamey_Johnson,"{'MusicalArtist', 'Person'}"
Pedro_Ken,{'SoccerPlayer'}
Ana_Bárbara,"{'MusicalArtist', 'Person'}"
Notodden_FK,{'SoccerClub'}
Eddie_Mazur,{'IceHockeyPlayer'}
Serenity_(band),{'Band'}
"Meet_the_Eels:_Essential_Eels,_Vol._1_(1996–2006)",{'Album'}
Temptations_(song),"{'Single', 'Song'}"
Belgian_railway_line_50,{'RailwayLine'}
Marcus_Collins_(singer),set()
Morticia_Addams,"{'FictionalCharacter', 'Person'}"
Alfred_Rosenberg,{'Politician'}
Angoulême,"{'Location', 'Settlement'}"
Sheila_E._(album),{'Album'}
Harlequin_Melodies,{'Album'}
The_Girl_Next_Door_(Veronica_Mars),{'TelevisionEpisode'}
Brian_Oulton,{'Person'}
Ugress,{'Band'}
R.E._Mouscron,{'SoccerClub'}
Union_for_the_New_Republic,{'PoliticalParty'}
Aha_Naa_Pellanta_(1987_film),{'Film'}
Quapaw,"{'EthnicGroup', 'Insect'}"
Batman:_Assault_on_Arkham,{'Film'}
Bivalvia,{'Person'}
Mitragyna_tubulosa,{'Eukaryote'}
Maidenhead_United_F.C.,{'SoccerClub'}
Here_(Rascal_Flatts_song),"{'Single', 'Song'}"
Ray_Lovejoy,{'Person'}
Bastian_Steel_Bukan_Cowok_Biasa,{'TelevisionShow'}
Jaimal_Singh,{'Religious'}
Playing_God_(film),{'Film'}
Châtenay-Malabry,"{'Location', 'Settlement'}"
Captain_Simian_&_the_Space_Monkeys,"{'Person', 'TelevisionShow'}"
Peter_Sleight,{'Medician'}
Dorin_Chirtoacă,"{'OfficeHolder', 'Politician'}"
Volition_Records,{'RecordLabel'}
Lampyrinae,{'Insect'}
Biomechanics,{'Book'}
Toby_Huss,{'Person'}
Jonathan_Cecil,{'Person'}
Amore_Mio_(Thalía_album),{'Album'}
Jet_Airliner_(Modern_Talking_song),"{'Single', 'Song'}"
"Palouse,_Washington","{'Location', 'City'}"
Blodwyn_Pig,{'Band'}
Kim_Yuna,{'FigureSkater'}
James_Caton,{'SoccerPlayer'}
Matthew_Upson,{'SoccerPlayer'}
Alfred_Werner,{'Scientist'}
The_Whole_Truth_(Lost),{'TelevisionEpisode'}
Pekka_Virta,{'IceHockeyPlayer'}
Rudolf_Pannier,{'MilitaryPerson'}
Jendayi_Frazer,"{'OfficeHolder', 'Politician'}"
Tomasz_Lisowski,{'SoccerPlayer'}
Trident_(McCoy_Tyner_album),{'Album'}
POD_(song),"{'Single', 'Song'}"
Lizzy_Borden_(band),{'Band'}
Richard_Tee,"{'MusicalArtist', 'Person'}"
Servant_of_the_Empire,{'Book'}
Cocadas,{'Food'}
Painkiller_(Freestylers_song),"{'Single', 'Song'}"
Alexisonfire,{'Band'}
Huracán_F.C.,{'SoccerClub'}
Nat_Pierce,{'MusicalArtist'}
Straight_A's,{'Film'}
Dokudanjou_Beauty,"{'Single', 'Song'}"
Wig-Wam_Bam,"{'Single', 'Song'}"
Senna_artemisioides,set()
Chaparral_High_School_(Kansas),{'School'}
League_of_European_Research_Universities,{'Organisation'}
Lengwil,"{'Location', 'Settlement'}"
History:_Function_Music,{'Album'}
The_Silent_Partner_(1978_film),{'Film'}
Beautiful_Kate,{'Film'}
Newsy_Lalonde,{'IceHockeyPlayer'}
St._Ann's_Rangers_F.C.,"{'SoccerClub', 'Athlete'}"
Rod_MacDonald,"{'MusicalArtist', 'Person'}"
Insurgentes_(album),{'Album'}
Lotus_stipularis,{'Plant'}
The_Punisher_(2004_film),{'Film'}
João_Henrique_da_Silva,{'SoccerPlayer'}
Trap_House_III,{'Album'}
I_Wasn't_the_One_(Who_Said_Goodbye),"{'Single', 'Song'}"
Liarea,"{'Mollusca', 'Insect'}"
Good_Dog,{'TelevisionShow'}
Hyles_(moth),{'Insect'}
Sea_Wolf_(miniseries),{'TelevisionShow'}
Émerson_Luiz_Firmino,{'SoccerPlayer'}
Capitol_Latin,{'RecordLabel'}
Genc_Mehmeti,{'SoccerPlayer'}
Michael_Glos,"{'OfficeHolder', 'Politician'}"
Mitch_Versteeg,{'IceHockeyPlayer'}
Way_Cool_Jr.,"{'Single', 'Song'}"
Angermünde–Stralsund_railway,{'RailwayLine'}
Terry_Cafolla,{'Writer'}
Elizabeth_(film),{'Film'}
La_Vallée-de-la-Gatineau_Regional_County_Municipality,"{'Location', 'Town'}"
Ici_Radio-Canada_Télé,"{'BroadcastNetwork', 'Agent'}"
Pablo_Honey,{'Album'}
George_Hamilton_D'Oyly_Lyon,{'MilitaryPerson'}
The_Jester_Race,{'Album'}
Einfochips,{'Company'}
Phil_Charnock,{'SoccerPlayer'}
Kemal_Bourhani,{'SoccerPlayer'}
An_Open_Letter_to_NYC,"{'Single', 'Song'}"
The_Ultimate_Collection_(Sade_album),{'Album'}
New_York's_9th_congressional_district,"{'Settlement', 'AdministrativeRegion'}"
Bobby_Olejnik,{'SoccerPlayer'}
Motorsport,"{'Sport', 'Band', 'MusicGenre'}"
Assassin's_Creed_(film),{'Film'}
SPC_ECO,{'Band'}
Yours_for_Mine,{'Band'}
Mark_Sanford,"{'OfficeHolder', 'Politician'}"
Burundi_Black,"{'Album', 'Song'}"
Roya_Hakakian,{'Writer'}
No_Compromises,{'TelevisionEpisode'}
Gala_(album),{'Album'}
Live_at_the_Marquee_(Dream_Theater_album),{'Album'}
Olivera_Katarina,{'MusicalArtist'}
WVEA-TV,"{'Station', 'TelevisionStation'}"
Zygophyllum,{'Insect'}
Lemmings_2:_The_Tribes,{'VideoGame'}
Thespidium,{'Plant'}
Setagaya,"{'Location', 'Settlement'}"
Hey_Now_Hey_(The_Other_Side_of_the_Sky),{'Album'}
Malcolm_Middleton,{'MusicalArtist'}
ReVamp,{'Band'}
28th_Battalion_(Australia),{'MilitaryUnit'}
Pacific_Coast_Rambler,{'Album'}
John_S._Robertson,{'Person'}
Valentin_Nefyodov,{'SoccerPlayer'}
Living_in_a_Giant_Candle_Winking_at_God,{'Album'}
1996_French_Grand_Prix,{'GrandPrix'}
Contemporary_classical_music,{'MusicGenre'}
Ossessione,{'Film'}
Disney_XD_(Southeast_Asia),{'TelevisionStation'}
Maniac_(2012_film),{'Film'}
A_Man_Called_God,{'TelevisionShow'}
YYZ_(instrumental),{'MusicalWork'}
Sevilla_FC_Puerto_Rico,"{'SportsTeam', 'SoccerClub'}"
LTJ_Bukem,{'MusicalArtist'}
Kayseri_Erciyesspor,{'SoccerClub'}
Penghu,"{'AdministrativeRegion', 'Location', 'Settlement'}"
Bond_(band),{'Band'}
West_End_Riot,"{'Single', 'Song'}"
Detroit_Vipers,{'HockeyTeam'}
The_Tip_of_My_Fingers,"{'Single', 'Song'}"
Albany_Panthers,"{'SportsTeam', 'SoccerClub'}"
Hamilton_Thunder,"{'SportsTeam', 'SoccerClub'}"
Some_Bizzare_Records,{'RecordLabel'}
Lahijan_Rural_District_(West_Azerbaijan_Province),"{'AdministrativeRegion', 'Location', 'Settlement'}"
Hennie_Meijer,{'Athlete'}
Arion_Bank,{'Bank'}
Naked_Empire,{'Book'}
The_Featherstones,"{'MusicalArtist', 'Company', 'Band'}"
Meet_the_Browns_(film),{'Film'}
Great_Dividing_Range,"{'Mountain', 'Location', 'MountainRange', 'Agent'}"
Bopyridae,"{'Insect', 'Crustacean'}"
Me_and_Mrs_Jones_(TV_series),"{'Film', 'TelevisionShow'}"
WordGirl,{'TelevisionShow'}
Renuka_Shahane,{'Person'}
Ennio_Morricone,{'MusicalArtist'}
Reginald_Savory,{'MilitaryPerson'}
Maine_State_Route_43,{'Road'}
Peintre_Celebre,"{'RaceHorse', 'Horse'}"
Move_On_(Desperate_Housewives),{'TelevisionEpisode'}
"Eau_Gallie,_Florida",{'Settlement'}
Rafael_Castillo_(football_manager),"{'SoccerManager', 'SoccerPlayer'}"
Kan-Etsu_Expressway,{'Road'}
Lake_Keowee,"{'Dam', 'Lake'}"
Murrough_John_Wilson,{'MilitaryPerson'}
Broken_Wings:_The_Encore_Collection,{'Album'}
Circuit_Paul_Ricard,{'Single'}
Raquel_Olmedo,{'MusicalArtist'}
I.T.A.L.Y.,{'Film'}
Antonis_Manikas,{'SoccerManager'}
"Integrated_Micro-Electronics,_Inc.",{'Company'}
Shigeyoshi_Mochizuki,"{'SoccerManager', 'SoccerPlayer'}"
Imperial_Russian_Navy,"{'MilitaryUnit', 'Ship'}"
Steve_Doszpot,"{'OfficeHolder', 'Politician'}"
Khemchand_Prakash,{'MusicalArtist'}
Halo:_The_Master_Chief_Collection,"{'VideoGame', 'Album'}"
Lupinus_antoninus,{'Eukaryote'}
Janet_Robin,"{'MusicalArtist', 'Band'}"
Shinca_Entertainment,"{'Company', 'Person'}"
The_Church_of_Jesus_Christ_of_Latter-day_Saints,"{'Building', 'Company'}"
D_Generation,{'Band'}
Gordon_College_(Massachusetts),{'University'}
Opel_Kapitän,{'Automobile'}
How_Dare_You!_(album),{'Album'}
Ezo_(band),{'Band'}
A_Quantum_Murder,{'Book'}
Socialist_Party_(France),{'PoliticalParty'}
Brother_Bear_(soundtrack),{'Album'}
Iron_Steel,{'Band'}
Timothy_Sands,"{'OfficeHolder', 'Politician'}"
Kurt_Kühme,set()
William_Callaway,{'Person'}
Worship_&_Faith,{'Album'}
Eduardo_Falú,{'MusicalArtist'}
Don_Omar_Presents_MTO²:_New_Generation,{'Album'}
Associação_Portuguesa_de_Desportos,{'SoccerClub'}
Ivy_Queen_Musa_Sound_Corporation,{'RecordLabel'}
Andrew_Querbes,set()
Devil's_Night_(American_Horror_Story),{'TelevisionEpisode'}
"Leonard_Hoffmann,_Baron_Hoffmann",{'OfficeHolder'}
Janove_Ottesen,{'MusicalArtist'}
Holding_company,"{'Company', 'MusicGenre'}"
Teresa_Brewer,{'MusicalArtist'}
Facundo_Argüello_(footballer),{'SoccerPlayer'}
"Forest,_Belgium","{'Location', 'Settlement'}"
Vijay_Patkar,{'Person'}
Betten,"{'Location', 'Settlement'}"
Oudtshoorn,"{'Location', 'Settlement'}"
Julius_James,{'SoccerPlayer'}
Craig_Sutherland,{'SoccerPlayer'}
Vila-seca,"{'Location', 'Town'}"
Terror_Squad_(group),{'Band'}
Warlock_Records,{'RecordLabel'}
List_of_Sanrio_characters,set()
The_World's_Fastest_Indian,"{'Film', 'Person'}"
"Jun_Chipeco,_Jr.",{'OfficeHolder'}
"Sex,_Age_&_Death",{'Album'}
Pseudocossus,{'Insect'}
Jeevana_Jyothi_(1975_film),{'Film'}
Luis_(TV_series),{'TelevisionShow'}
Jerry_Johnston,{'Person'}
Born_to_Quit,{'Album'}
"Berlingen,_Switzerland","{'Location', 'Settlement'}"
Subwave,"{'MusicalArtist', 'Band'}"
Willo_Flood,{'SoccerPlayer'}
Julen_Lopetegui,"{'SoccerManager', 'SoccerPlayer'}"
Sugar_(Dead_Confederate_album),{'Album'}
Serhiy_Pylypchuk,{'SoccerPlayer'}
Stay_Together_(Barbara_Tucker_song),"{'Single', 'Song'}"
Riverman_(Noel_Gallagher's_High_Flying_Birds_song),{'Single'}
Mike_Johnson_(ice_hockey),{'IceHockeyPlayer'}
Bill_Rice,{'MusicalArtist'}
Holy_Smoke_(song),"{'Single', 'Song'}"
Anne_Gadegaard,{'MusicalArtist'}
Silüetler,{'Band'}
Megacyllene_robiniae,{'Insect'}
Kingdom_Come_(Jay_Z_album),{'Album'}
Concert:_The_Cure_Live,{'Album'}
Tim_Scott_(guitarist),{'MusicalArtist'}
Atiba_Hutchinson,{'SoccerPlayer'}
Robert_Charles_Wallace,"{'OfficeHolder', 'Politician'}"
Jenna_McDougall,{'MusicalArtist'}
Salamat_(song),"{'Single', 'Song'}"
Sa_Ngalan_ng_Ina,{'TelevisionShow'}
2013_FC_Dallas_season,"{'SoccerClub', 'SoccerClubSeason'}"
"Ariyavangsagatayana,_18th_Supreme_Patriarch_of_Thailand","{'OfficeHolder', 'ChristianBishop'}"
HKFC_Soccer_Section,{'SoccerClub'}
Anupam_Shobhakar,{'MusicalArtist'}
Bacillaceae,{'Insect'}
Kim_Jin-yong,{'SoccerPlayer'}
John_Ruskin,"{'Philosopher', 'Writer'}"
Édith_Cresson,"{'OfficeHolder', 'Politician'}"
Frank_Cunimondo,{'MusicalArtist'}
Everett_McGill,{'Person'}
Coke_Bottle_(song),"{'Single', 'Song'}"
Getatchew_Mekurya,{'MusicalArtist'}
Dinka_people,"{'EthnicGroup', 'Band'}"
Nandana_Sen,{'Person'}
Zee_Gujarati,{'TelevisionStation'}
Bill_Kenny_(singer),{'MusicalArtist'}
Brachysomida,{'Insect'}
"La_Habra,_California","{'Location', 'City'}"
Colombians,{'EthnicGroup'}
"Pikeville,_Kentucky",{'City'}
Layia,"{'Insect', 'Plant'}"
Rui_Dolores,{'SoccerPlayer'}
Porterhouse_(horse),"{'RaceHorse', 'Horse'}"
Daniel_(Bat_for_Lashes_song),"{'Single', 'Song'}"
Fur_and_Gold,{'Album'}
Alemannia_Aachen,{'SoccerClub'}
Valhall_(band),{'Band'}
Dreams_That_Money_Can_Buy,{'Film'}
Rachel_Blumberg,{'MusicalArtist'}
The_Final_Sanction_(novel),{'Book'}
Id_Software,{'Company'}
Robotomy,"{'Person', 'TelevisionShow'}"
Nazim_Suleymanov,"{'SoccerManager', 'SoccerPlayer'}"
Michael_Fonfara,"{'MusicalArtist', 'Athlete'}"
Ikaw_Lang_Ang_Mamahalin,{'TelevisionShow'}
Sky_Living,"{'Company', 'TelevisionStation'}"
Chevron_Corporation,{'Company'}
Faristenia,{'Insect'}
Manafest,{'MusicalArtist'}
Robert_W._Hayler,{'MilitaryPerson'}
"Skatetown,_U.S.A.",{'Film'}
Let_Our_Violins_Be_Heard,{'Album'}
Stephen_Wellman,{'SoccerPlayer'}
Wolf_Prize_in_Medicine,set()
Types_of_municipalities_in_Quebec,set()
Mel_Sembler,"{'OfficeHolder', 'Politician'}"
Takayoshi_Ohmura,{'MusicalArtist'}
Tomáš_Bruško,{'SoccerPlayer'}
2013–14_Hertha_BSC_season,"{'SoccerClub', 'SoccerClubSeason', 'FootballLeagueSeason'}"
Ukrainians_in_Lithuania,{'EthnicGroup'}
David_Jassy,{'MusicalArtist'}
1st_Connecticut_Heavy_Artillery_Regiment,{'MilitaryUnit'}
Afa_Anoaʻi,{'Wrestler'}
Muhlenbergia,"{'Insect', 'Plant'}"
I_Want_a_New_Drug,"{'Single', 'Song'}"
WLTA,"{'Station', 'RadioStation'}"
"Morganton,_Georgia","{'Location', 'City'}"
Fatih_Sonkaya,{'SoccerPlayer'}
Ben_Foster_(footballer),{'SoccerPlayer'}
Isaac_D'Israeli,{'Person'}
Pepinia,{'Insect'}
Heretic_(Morbid_Angel_album),{'Album'}
Joan_Retallack,{'Writer'}
Peter_Lorre,{'Person'}
My_Lonely_Town,"{'Single', 'Song'}"
Edward_Harrison_Taylor,{'Scientist'}
Jyväskylä,"{'Location', 'City'}"
Bätterkinden,"{'Location', 'Settlement'}"
Nick_Movshon,{'MusicalArtist'}
Sam_Sweeney,{'MusicalArtist'}
René_Laloux,{'Person'}
Handlová,"{'Location', 'Village'}"
"LaSalle,_Ontario","{'Location', 'Town'}"
Detective_School,{'TelevisionShow'}
Andrei_Peteleu,{'SoccerPlayer'}
Karl_Struss,{'Person'}
Romania_national_under-21_football_team,"{'SportsTeam', 'SoccerClub'}"
Coenosia,{'Insect'}
Joe_Pizzulo,{'MusicalArtist'}
Jet_Pilot_(film),{'Film'}
Erythropterus,{'Insect'}
Universal_Channel_(Asia),{'TelevisionStation'}
4th_Division_(German_Empire),{'MilitaryUnit'}
Soundtrack_Recordings_from_the_Film_Jimi_Hendrix,{'Album'}
For_a_Friend,"{'Single', 'Song'}"
Debu_Deodhar,{'Person'}
Peter_Burton,"{'Film', 'Person'}"
2014–15_Serie_B,{'FootballLeagueSeason'}
Bare_(Annie_Lennox_album),{'Album'}
Uthumphon,"{'OfficeHolder', 'Royalty'}"
Love_on_the_Inside,{'Album'}
Anthony_Bancarel,{'SoccerPlayer'}
Roman_Sharonov,"{'SoccerManager', 'SoccerPlayer'}"
Rise_Above_Records,{'RecordLabel'}
Curtis_Hanson,{'Person'}
What_a_Wonderful_World_(LeAnn_Rimes_album),{'Album'}
Alexander_Bannink,{'SoccerPlayer'}
Passin'_Me_By,"{'Single', 'Song'}"
Tommy_Henriksen,{'MusicalArtist'}
KBMY,"{'Station', 'TelevisionStation'}"
Tha_G-Code,{'Album'}
Wish_(Nine_Inch_Nails_song),"{'Single', 'Song'}"
Target_Practice_(song),"{'Single', 'Song'}"
Claude_Allen,"{'OfficeHolder', 'Politician'}"
Vasinae,"{'Mollusca', 'Insect'}"
Phaius,{'Insect'}
Cavalcade_(1933_film),{'Film'}
Saltatio_Mortis,{'Band'}
Raid_on_Rommel,{'Film'}
Rhayader_Town_F.C.,"{'SportsTeam', 'SoccerClub'}"
Hill_District,"{'Book', 'City'}"
Constance_of_Austria,{'Royalty'}
Frank_Butler_(musician),{'MusicalArtist'}
2010_Down_football_season,"{'SoccerClub', 'SoccerClubSeason'}"
David_Mainz,{'SoccerPlayer'}
"The_Gambler,_the_Girl_and_the_Gunslinger",{'TelevisionShow'}
Bernhard_Hantzsch,{'Scientist'}
"Michael_Morris,_1st_Baron_Killanin",{'Person'}
The_Bargee,{'Film'}
Delta_Force:_Black_Hawk_Down,{'VideoGame'}
Sweet_Mama_(film),{'Film'}
Hennigsdorf,"{'Location', 'Town'}"
Căile_Ferate_Române_Line_900,"{'PublicTransitSystem', 'RailwayLine'}"
Deportivo_Lara,{'SoccerClub'}
Steve_Cauthen,{'Jockey'}
All_in_Good_Time_(Patrick_Street_album),{'Album'}
"Stockton,_California","{'Location', 'City'}"
The_Best_of_Ill_Niño,{'Album'}
Michael_Reaves,{'Person'}
Nevşehir,"{'City', 'Location', 'Town'}"
Movie_Stars_(TV_series),{'TelevisionShow'}
Roscoe_Mitchell,{'MusicalArtist'}
Diphasiastrum,"{'Insect', 'Plant'}"
With_Me_(Sum_41_song),"{'Single', 'Song'}"
Scott_Holiday,{'MusicalArtist'}
Alexander_Esway,{'Person'}
Page_Eight,"{'Film', 'TelevisionShow'}"
Operation_Enduring_Freedom_–_Philippines,{'MilitaryConflict'}
Richard_Street,{'MusicalArtist'}
Stephen_Robertson_(footballer),{'SoccerPlayer'}
Atsimo-Andrefana,"{'AdministrativeRegion', 'Location', 'Settlement'}"
Just_One_of_the_Guys,{'Film'}
Gmina_Inowrocław,"{'Location', 'Settlement'}"
Raydio,{'Band'}
List_of_The_Tribe_characters,{'FictionalCharacter'}
Compact_disc,"{'Software', 'RecordLabel'}"
Mohammad_Reza_Nematzadeh,"{'TimePeriod', 'President'}"
Ivica_Majstorović,{'SoccerPlayer'}
1982–83_Galatasaray_S.K._season,"{'SoccerClub', 'SoccerClubSeason'}"
Fantasia_Barrino,{'MusicalArtist'}
White_people,{'EthnicGroup'}
King's_X,{'Band'}
Ahmad_Kasravi,{'Artist'}
Nickolas_Ashford,{'MusicalArtist'}
B.E.D.,set()
Helicopter,"{'Aircraft', 'PersonFunction'}"
Nicaragua,"{'MusicalArtist', 'Location', 'Country'}"
Social_Register_(film),{'Film'}
Lil'_Flip,{'MusicalArtist'}
Algic_languages,set()
Gmina_Nowe_Miasto_nad_Wartą,"{'Location', 'Settlement'}"
JJC,{'MusicalArtist'}
Malibu_(song),{'Single'}
Lazar_Lyusternik,{'Scientist'}
Monster_Butler,{'Film'}
Haya_van_Someren,"{'OfficeHolder', 'Politician'}"
Sylvain_Wiltord,{'SoccerPlayer'}
Style_(Cameo_album),{'Album'}
Hradec_Králové,"{'Location', 'City'}"
Shane_Filan,{'MusicalArtist'}
Eliphalet_Trask,"{'OfficeHolder', 'Politician'}"
Target_Zero,{'Film'}
Battle_of_Peleliu,{'MilitaryConflict'}
Stephen_Boyd,{'Person'}
Bobby_Gough,{'SoccerPlayer'}
Newswipe_with_Charlie_Brooker,{'TelevisionShow'}
Edd_Kalehoff,{'MusicalArtist'}
CD_Mirandés,{'SoccerClub'}
Lolium,"{'Insect', 'Plant'}"
Northeast_Kingdom,"{'AdministrativeRegion', 'Location', 'Settlement', 'AnatomicalStructure'}"
Cătălin_Grigore,"{'SoccerManager', 'Athlete'}"
CAMI_Automotive,{'Company'}
George_Herd,"{'SoccerManager', 'SoccerPlayer'}"
Joseph_Haslet,"{'OfficeHolder', 'Politician'}"
Ken_Mayes,{'SoccerPlayer'}
Courtney_W._Campbell,{'Politician'}
Radio_Ethiopia,{'Album'}
1975–76_Mersin_İdmanyurdu_season,"{'SoccerClub', 'SoccerClubSeason'}"
Deluxe_Records,{'RecordLabel'}
Jewish_insurgency_in_Mandatory_Palestine,{'MilitaryConflict'}
Mamacita_(Super_Junior_album),{'Album'}
Chainsaw_Records,{'RecordLabel'}
"The_Crow,_the_Owl_and_the_Dove","{'Single', 'Song'}"
Lorenza_Villegas_Restrepo,"{'OfficeHolder', 'Politician'}"
Zlatko_Čajkovski,{'SoccerManager'}
Bridport_F.C.,{'SoccerClub'}
Pretty_Penny,"{'Album', 'Song'}"
"Camano,_Washington",{'Settlement'}
The_Good_Parents,{'Book'}
Piodes_coriacea,{'Eukaryote'}
History_of_AT&T,set()
KQXY-FM,"{'Station', 'RadioStation'}"
Daisy_von_Scherler_Mayer,"{'Film', 'Person'}"
Robert_Scannewin,{'SoccerPlayer'}
Ray_Scott_(singer),{'MusicalArtist'}
Tiger_Bay_(album),{'Album'}
Glenfield_Rovers,{'SoccerClub'}
Otis_(song),"{'Single', 'Song'}"
Jorhat_district,"{'AdministrativeRegion', 'Location', 'Settlement'}"
Salvatore_Foti,{'SoccerPlayer'}
Choo_Ja-hyun,{'Person'}
The_North_(Stars_album),{'Album'}
Frank_O'Hara,{'Writer'}
Polybothris,{'Insect'}
Workbench_Songs,{'Album'}
Premier_League_of_Bosnia_and_Herzegovina,{'SoccerLeague'}
Physalis,"{'Insect', 'Plant'}"
Lee_Eun-ju,{'Person'}
Emile_Ramsammy,{'Jockey'}
Summer_Nights_(Grease_song),"{'Single', 'Song'}"
Matterhorn,"{'Mountain', 'Location'}"
The_Cutting_Edge:_The_Magic_of_Movie_Editing,{'Film'}
Santa_Fe_Saddlemates,{'Film'}
Nagoya_Grampus,{'SoccerClub'}
Per_Bill,"{'OfficeHolder', 'Politician'}"
Hugh_Vallance,"{'Organisation', 'SoccerPlayer'}"
Walter_L._Cohen,set()
Theo_Laseroms,"{'SoccerManager', 'SoccerPlayer'}"
Little_Nicky,{'Film'}
John_T._Walton,{'Person'}
Anastrangalia_dissimilis_dissimilis,{'Insect'}
Don_Coscarelli,{'Person'}
Paolo_Bediones,{'Person'}
Carlos_Carneiro_(footballer),{'SoccerPlayer'}
George_T._Clemens,{'Person'}
There_Won't_Be_Anymore,"{'Single', 'Song'}"
Jimmy_Cooper_(The_O.C.),{'FictionalCharacter'}
