69	[1580, 1587, 2075, 3642, 3967, 4970, 5163, 5324, 5459, 5590, 5627, 5695, 8588, 8754, 9851, 10146, 10246, 10346, 10446, 10638, 10809, 11786, 12337, 12558, 12697, 12708, 12939, 13345, 14507, 14987, 15239, 16605, 17718, 17737, 18152, 18422, 18589, 19141, 20355, 20356, 20463, 21477, 21571, 21675, 21722, 21880, 22405, 22433, 23270, 23322, 23380, 23804, 24168, 24375, 24549, 24661, 24754, 24785, 24838, 24920, 25650, 26163, 26245, 26276, 26459, 26933, 26994, 26997, 27280, 27496, 27893, 28201, 28483, 29980, 31119, 32368, 32989, 33008, 33213, 33257, 33687, 33853, 33865, 33923, 34065, 34208, 39259, 39270, 39341, 39402, 39748, 39786, 40030, 40749, 41328, 41372, 43132, 43995, 44134, 44180, 44337, 44474, 44497, 44558, 44657, 44745, 44991, 45104, 45402, 46060, 46070, 46103, 46490, 46536, 46874, 46897, 46969, 47020, 47078, 47336, 47342, 47439, 47457, 47773, 48624, 48638, 48648, 48700, 48886, 49093, 49108, 49115, 49169, 49333, 49370, 49708, 50824, 51538, 51579, 52159, 52201, 52426, 53187, 53244, 53247, 53269, 53392, 54205, 56885, 57283, 57349, 57434, 57500, 57534, 57679, 58090, 58091, 58196, 58247, 58257, 59321, 59446, 59456, 59886, 60305, 60529, 62893, 62970, 63346, 65794, 66109, 66869, 68112, 69312, 69360, 69451, 69921, 69922, 70204, 72907, 72910, 72949, 73261, 73497, 73702, 74098, 74147, 74689, 74694, 74721, 74742, 74938, 75515, 75567, 75763, 76410, 77056, 77095, 77241, 78099, 78104, 78882, 79493, 79701, 79931, 80000, 80580, 80602, 80763, 81356, 83315, 84031, 84039, 84119, 84277, 85259, 85268, 89223, 89330, 89732, 89841, 89855, 89920, 90173, 91085, 91324, 92029, 93031, 93431, 93938, 94200, 94237, 94987, 95013, 96854, 98201, 98254]
70	[43201, 89615]
71	[80884]
72	[2072, 36531]
73	[31434, 32792]
74	[18084]
75	[89948]
76	[6375]
77	[18504, 43829]
78	[43482]
79	[5124]
80	[11533]
81	[54859]
82	[21765, 37714, 52620, 75584, 78300, 94195]
83	[1592, 3083, 4076, 5049, 5057, 5318, 6775, 6791, 6995, 10793, 13058, 15027, 23884, 25488, 31166, 33291, 33352, 33861, 33983, 40501, 42995, 43098, 43988, 43998, 47180, 47407, 47549, 48951, 49116, 49328, 49703, 52150, 54220, 54931, 56044, 56202, 57627, 58521, 59468, 59623, 59989, 60215, 63296, 63519, 64826, 68240, 68527, 69324, 72943, 75882, 76260, 78109, 78578, 79445, 80887, 84203, 86811, 90615]
84	[24097]
85	[16864, 21820, 46867, 58700, 59992, 60341, 73971, 75375, 78611, 80169, 91769]
86	[27850]
87	[5755, 16268, 24081, 26423, 33395, 38861, 39128, 42067, 42824, 48196, 49957, 56934, 58699, 62920, 67861, 74781, 75848, 76043, 76962, 85184]
88	[75713]
89	[90186]
90	[80145]
91	[10727, 38445]
92	[69959]
93	[32764]
94	[73719]
95	[19754]
96	[42780, 47272, 93712, 98128]
97	[3299, 15086, 15249, 17069, 23348, 24891, 26438, 26583, 27144, 27848, 29976, 44476, 44937, 44983, 45087, 45125, 47818, 50703, 51754, 54661, 55870, 59539, 60908, 61476, 62760, 68332, 74636, 75404, 75890, 76356, 78303, 93699]
98	[40757, 76035]
99	[34021, 40861, 56899, 59295, 68328, 73863, 74871, 75478, 96526]
