entity,classes
%C3%85lesund,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%85ngermanland,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%85re,"{'Location', 'Settlement'}"
%C3%85sa_Romson,"{'OfficeHolder', 'Politician'}"
%C3%85sane_Fotball,{'SoccerClub'}
%C3%85tvidabergs_FF,{'SoccerClub'}
%C3%86on_Spoke,{'Band'}
%C3%87%C4%B1ld%C4%B1r,"{'Location', 'Settlement'}"
"%C3%87aml%C4%B1dere,_Ankara","{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%87anakkale,"{'Location', 'Town'}"
%C3%87anakkale_Dardanelspor,{'SoccerClub'}
%C3%87anakkale_Province,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%87ank%C4%B1r%C4%B1,"{'City', 'Location', 'Town'}"
%C3%87ankaya_District,{}
%C3%87ay,"{'Location', 'Settlement'}"
%C3%87aycuma,"{'Location', 'Settlement'}"
%C3%87aykur_Rizespor,{'SoccerClub'}
%C3%87elikhan,"{'Location', 'Settlement'}"
%C3%87ine,"{'Location', 'Settlement'}"
%C3%87orum,"{'City', 'Location', 'Town'}"
%C3%87orum_Province,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%87ubuk,{'Settlement'}
%C3%89FC_Fr%C3%A9jus_Saint-Rapha%C3%ABl,{'SoccerClub'}
%C3%89amon_%C3%93_Cu%C3%ADv,"{'OfficeHolder', 'Politician'}"
%C3%89amon_de_Valera,"{'OfficeHolder', 'Politician'}"
%C3%89cija_Balompi%C3%A9,"{'SoccerClub', 'SportsTeam'}"
%C3%89cole_Centrale_Paris,{'University'}
%C3%89cole_Polytechnique_F%C3%A9d%C3%A9rale_de_Lausanne,{'University'}
%C3%89cole_des_Beaux-Arts,{'University'}
%C3%89cole_nationale_d%27administration,{'University'}
%C3%89cole_nationale_de_l%27aviation_civile,{'University'}
%C3%89cole_normale_sup%C3%A9rieure_(Paris),{'University'}
%C3%89cole_polytechnique,{'University'}
"%C3%89cublens,_Vaud","{'Location', 'Settlement'}"
%C3%89dith_Cresson,"{'OfficeHolder', 'Politician'}"
%C3%89douard_Balladur,"{'OfficeHolder', 'Politician'}"
%C3%89douard_Daladier,"{'OfficeHolder', 'Politician'}"
%C3%89douard_M%C3%A9n%C3%A9tries,{'Scientist'}
%C3%89douard_Manet,{'Person'}
%C3%89douard_Molinaro,{'Person'}
%C3%89lectricit%C3%A9_de_France,{'Company'}
%C3%89lie_Cartan,{'Scientist'}
%C3%89lisabeth_Guigou,"{'OfficeHolder', 'Politician'}"
%C3%89merson_Le%C3%A3o,"{'SoccerManager', 'SoccerPlayer'}"
%C3%89mil_Goeldi,{'Scientist'}
%C3%89mile_Blanchard,{'Person'}
%C3%89mile_Durkheim,"{'Scientist', 'Writer'}"
%C3%89mile_Lahoud,"{'OfficeHolder', 'Politician'}"
%C3%89mile_Loubet,"{'OfficeHolder', 'Politician'}"
%C3%89mile_Louis_Ragonot,{'Person'}
%C3%89mile_Picard,{'Scientist'}
%C3%89mile_Zola,{'Writer'}
%C3%89milie_Simon,{'MusicalArtist'}
%C3%89pinal,"{'Location', 'Settlement'}"
%C3%89pinay-Villetaneuse%E2%80%93Le_Tr%C3%A9port-Mers_railway,{'RailwayLine'}
%C3%89ric_Rohmer,{'Person'}
%C3%89ric_Serra,{'MusicalArtist'}
%C3%89tienne_Becker,{'Person'}
%C3%89tienne_Geoffroy_Saint-Hilaire,{'Scientist'}
%C3%89tienne_Gilson,{'Philosopher'}
%C3%89tienne_Pierre_Sylvestre_Ricard,{'MilitaryPerson'}
%C3%89toile_Sportive_du_Sahel,{'SoccerClub'}
%C3%89vian-les-Bains,"{'Location', 'Settlement'}"
%C3%89vora,"{'City', 'Location'}"
%C3%89vreux,"{'Location', 'Settlement'}"
"%C3%89vry,_Essonne","{'Location', 'Settlement'}"
%C3%8Ata_Mundo_Bom!,"{'Film', 'TelevisionShow'}"
%C3%8D%C3%BEr%C3%B3ttabandalag_Akraness,{'SoccerClub'}
%C3%8DBV_men%27s_football,{'SoccerClub'}
%C3%8Dtr%C3%B3ttarfelag_Fuglafjar%C3%B0ar,{'SoccerClub'}
%C3%8Ele-de-France,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%8Eles_des_Saintes,"{'Country', 'Island', 'Location'}"
%C3%91engo_Flow,{'MusicalArtist'}
%C3%91uble_Province_(1974%E2%80%932018),"{'AdministrativeRegion', 'Location'}"
%C3%91ublense,"{'SoccerClub', 'SportsTeam'}"
%C3%93lafur_Arnalds,{'MusicalArtist'}
%C3%93lafur_Ragnar_Gr%C3%ADmsson,"{'OfficeHolder', 'Politician'}"
%C3%93lafur_Thors,"{'OfficeHolder', 'Politician'}"
%C3%93scar_Arias,"{'OfficeHolder', 'Politician'}"
%C3%93scar_Arp%C3%B3n,"{'SoccerManager', 'SoccerPlayer'}"
%C3%93scar_Carmona,"{'OfficeHolder', 'Politician'}"
%C3%93scar_Esquivias,{'Writer'}
"%C3%93scar_Garc%C3%ADa_(footballer,_born_1973)",{'SoccerManager'}
%C3%93scar_J._Brooks,{'Person'}
%C3%93scar_L%C3%B3pez_(guitarist),{'MusicalArtist'}
%C3%96BB,{'Company'}
%C3%96land,"{'AdministrativeRegion', 'Island', 'Location', 'Settlement'}"
%C3%96mn%C3%B6govi_Province,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%96rebro,"{'City', 'Location'}"
%C3%96rebro_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%96rebro_Municipality,"{'Location', 'Town'}"
%C3%96rebro_SK,{'SoccerClub'}
%C3%96rgryte_IS,{'SoccerClub'}
%C3%96rnsk%C3%B6ldsvik,"{'Location', 'Settlement'}"
%C3%96rnsk%C3%B6ldsvik_Municipality,"{'Location', 'Town'}"
%C3%96skemen,{}
%C3%96ster%C3%A5ker_Municipality,"{'Location', 'Town'}"
%C3%96sterg%C3%B6tland,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%96sterg%C3%B6tland_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%96sters_IF,{'SoccerClub'}
%C3%96stersund,"{'City', 'Location'}"
%C3%96stersunds_FK,{'SoccerClub'}
%C3%96tztal_Alps,"{'Location', 'Mountain', 'MountainRange'}"
%C3%96v%C3%B6rkhangai_Province,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%98rsted_(company),{'Company'}
%C3%98stfold,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%98stfold_Line,{'RailwayLine'}
%C3%9Ajpest,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%9Ajpest_FC,{'SoccerClub'}
%C3%9Altimo_Drag%C3%B3n,{'Wrestler'}
%C3%9Ast%C3%AD_nad_Labem,"{'City', 'Location'}"
%C3%9Ast%C3%AD_nad_Labem_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%9Ast%C3%AD_nad_Labem_Region,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%9Ast%C3%AD_nad_Orlic%C3%AD_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C3%9Cnal_Aysal,"{'OfficeHolder', 'Politician'}"
%C3%9Cr%C3%BCmqi,"{'City', 'Location'}"
%C3%9Csk%C3%BCdar,"{'Location', 'Settlement'}"
%C3%9E%C3%B3r_Akureyri,"{'SoccerClub', 'SportsTeam'}"
%C3%9Eeyr,{'Band'}
%C4%86uprija,"{'Location', 'Town'}"
%C4%8Ca%C4%8Dak,"{'City', 'Location'}"
%C4%8Cadca,"{'Location', 'Town'}"
%C4%8Cajetina,"{'Location', 'Village'}"
%C4%8Cajni%C4%8De,"{'Location', 'Town'}"
%C4%8Cakovec,"{'City', 'Location'}"
%C4%8Capljina,"{'City', 'Location'}"
%C4%8Cazma,"{'Location', 'Town'}"
%C4%8Celinac,"{'Location', 'Town'}"
%C4%8Cesk%C3%A1_L%C3%ADpa_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C4%8Cesk%C3%A9_Bud%C4%9Bjovice,{'City'}
%C4%8Cesk%C3%A9_Bud%C4%9Bjovice_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C4%8Cesk%C3%A9_dr%C3%A1hy,{'Company'}
%C4%8Cesk%C3%BD_Krumlov_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C4%8Cesk%C3%BD_T%C4%9B%C5%A1%C3%ADn,"{'Location', 'Town'}"
%C4%90%E1%BA%A7m_D%C6%A1i_district,"{'AdministrativeRegion', 'Location'}"
%C4%90%E1%BA%AFk_L%E1%BA%AFk_province,"{'AdministrativeRegion', 'Location'}"
%C4%90%E1%BB%93ng_Nai_province,"{'Location', 'Settlement'}"
%C4%90akovo,"{'Location', 'Town'}"
%C4%90i%E1%BB%87n_Bi%C3%AAn_district,"{'AdministrativeRegion', 'Location'}"
%C4%90i%E1%BB%87n_Bi%C3%AAn_province,"{'Location', 'Settlement'}"
%C4%90or%C4%91e_Bala%C5%A1evi%C4%87,"{'MusicalArtist', 'Person'}"
%C4%A6amrun_Spartans_F.C.,{'SoccerClub'}
%C4%B0hsaniye,"{'Location', 'Settlement'}"
%C4%B0mamo%C4%9Flu,"{'City', 'Location'}"
%C4%B0ncirliova,"{'Location', 'Settlement'}"
%C4%B0neg%C3%B6lspor,{'SoccerClub'}
%C4%B0skenderun,"{'City', 'Location'}"
%C4%B0smet_%C4%B0n%C3%B6n%C3%BC,"{'OfficeHolder', 'Politician'}"
%C4%B0smet_Sezgin,{'Politician'}
%C4%B0smet_Y%C4%B1lmaz,"{'OfficeHolder', 'Politician'}"
%C4%B0stanbul_Ba%C5%9Fak%C5%9Fehir_F.K.,{'SoccerClub'}
%C4%B0stanbulspor,{'SoccerClub'}
%C4%B0zmir,"{'City', 'Location', 'Town'}"
%C4%B0zmir_Metro,{'PublicTransitSystem'}
%C4%B0zmir_Province,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C4%B0zmirspor,{'SoccerClub'}
%C4%B0zmit,"{'AdministrativeRegion', 'City', 'Location'}"
%C5%81%C3%B3d%C5%BA,"{'City', 'Location'}"
%C5%81%C3%B3d%C5%BA_East_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81%C3%B3d%C5%BA_Voivodeship,"{'Location', 'Settlement'}"
%C5%81%C4%99czna_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81%C4%99czyca_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81KS_%C5%81%C3%B3d%C5%BA,{'SoccerClub'}
%C5%81KS_1926_%C5%81om%C5%BCa,{'SoccerClub'}
%C5%81a%C5%84cut_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81ask_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81obez_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81om%C5%BCa_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81osice_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81owicz_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81uk%C3%B3w_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%81ukasz_Gikiewicz,{'SoccerPlayer'}
%C5%8Cfunato_Line,{'RailwayLine'}
%C5%8Cita_(city),"{'City', 'Location'}"
%C5%8Cita_Prefecture,"{'Location', 'Settlement'}"
%C5%8Cito_Line,{'RailwayLine'}
%C5%8Ckuma_Shigenobu,"{'OfficeHolder', 'Politician'}"
%C5%8Cme_Line,{'RailwayLine'}
"%C5%8Cmura,_Nagasaki","{'City', 'Location'}"
%C5%8Ct%C4%81huhu,{}
"%C5%8Cta,_Gunma","{'City', 'Location'}"
"%C5%8Cta,_Tokyo","{'Location', 'Settlement'}"
%C5%9Al%C4%85sk_Wroc%C5%82aw,{'SoccerClub'}
%C5%9Arem_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
"%C5%9Aroda_County,_Greater_Poland_Voivodeship",{}
"%C5%9Aroda_County,_Lower_Silesian_Voivodeship",{}
%C5%9Awi%C4%99toch%C5%82owice,"{'City', 'Location'}"
%C5%9Awi%C4%99tokrzyskie_Voivodeship,"{'Location', 'Settlement'}"
%C5%9Awidnica,"{'City', 'Location'}"
%C5%9Awidnica_County,"{'Organisation', 'Settlement'}"
%C5%9Awidnik_County,"{'Organisation', 'Settlement'}"
%C5%9Awidwin_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%9Awiebodzin_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%9Awiecie_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%9Awit_Nowy_Dw%C3%B3r_Mazowiecki,{'SoccerClub'}
%C5%9E%C3%BCkr%C3%BC_Saraco%C4%9Flu_Stadium,{'Stadium'}
%C5%9E%C4%B1mar%C4%B1k,"{'Single', 'Song'}"
%C5%9E%C4%B1rnak_Province,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%9Eanl%C4%B1urfa_Province,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%9Eanl%C4%B1urfaspor,{'SoccerClub'}
%C5%9Eav%C5%9Fat,"{'Location', 'Settlement'}"
%C5%9Eehrazat,{'MusicalArtist'}
%C5%9Eenol_G%C3%BCne%C5%9F,"{'SoccerManager', 'SoccerPlayer'}"
%C5%9Eerefliko%C3%A7hisar,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%9Eevket_Sabanc%C4%B1,{'Person'}
%C5%9Ei%C5%9Fli,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%9Euhut,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%9Eymkent,{}
%C5%A0KF_Sere%C4%8F,"{'SoccerClub', 'SportsTeam'}"
%C5%A0K_Odeva_Lipany,{'SoccerClub'}
%C5%A0K_Slovan_Bratislava,{'SoccerClub'}
%C5%A0abac,"{'City', 'Location'}"
%C5%A0ar%C5%ABnas_Bartas,{'Person'}
%C5%A0arlo_Akrobata,"{'Band', 'MusicalArtist'}"
%C5%A0empeter_pri_Gorici,"{'Location', 'Settlement'}"
%C5%A0emsa_Suljakovi%C4%87,{'MusicalArtist'}
%C5%A0entrupert,"{'Location', 'Village'}"
%C5%A0iauliai,"{'City', 'Location'}"
%C5%A0iauliai_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%A0ibenik,"{'City', 'Location'}"
%C5%A0ibenik-Knin_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%A0ilut%C4%97,"{'City', 'Location'}"
%C5%A0iroki_Brijeg,"{'City', 'Location'}"
%C5%A0koda_Auto,{'Company'}
%C5%A0koda_Transportation,{'Company'}
%C5%A0koda_Works,{'Company'}
%C5%A0koda_Yeti,{'Automobile'}
%C5%A0martno_pri_Litiji,"{'Location', 'Settlement'}"
%C5%A0tip,"{'Location', 'Settlement'}"
%C5%A0umadija,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%A0umadija_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%A0umperk,"{'Location', 'Town'}"
%C5%A0umperk_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%BBabbar,"{'City', 'Location'}"
%C5%BBaga%C5%84,"{'Location', 'Settlement'}"
%C5%BBaga%C5%84_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%BBary,"{'Location', 'Settlement'}"
%C5%BBary_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%BBejtun,"{'City', 'Location'}"
%C5%BBnin_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%BBuromin_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%BBurrieq,"{'Location', 'Settlement'}"
%C5%BByrard%C3%B3w_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%BBywiec,"{'Location', 'Settlement'}"
%C5%BBywiec_County,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%BD%C4%8F%C3%A1r_nad_S%C3%A1zavou_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C5%BDKK_%C5%A0ibenik,"{'BasketballTeam', 'SoccerClub'}"
%C5%BDKK_Budu%C4%87nost_Podgorica,"{'BasketballTeam', 'SoccerClub'}"
%C5%BDKK_Crvena_zvezda,"{'BasketballTeam', 'SoccerClub'}"
%C5%BDKK_Gospi%C4%87,"{'BasketballTeam', 'SoccerClub'}"
%C5%BDKK_Mladi_Kraji%C5%A1nik,{'BasketballTeam'}
%C5%BDKK_Novi_Zagreb,{'BasketballTeam'}
%C5%BDKK_Partizan,"{'BasketballTeam', 'SoccerClub'}"
%C5%BDKK_Vojvodina,"{'BasketballTeam', 'SoccerClub'}"
%C5%BDKK_Vr%C5%A1ac,"{'BasketballTeam', 'SoccerClub'}"
%C5%BDagubica,"{'Location', 'Village'}"
%C5%BDalec,"{'Location', 'Settlement'}"
%C5%BDeljko_%C4%90oki%C4%87,{'SoccerPlayer'}
%C5%BDeljko_Ivanek,{'Person'}
%C5%BDeljko_Joksimovi%C4%87,"{'MusicalArtist', 'Person'}"
%C5%BDeljko_Reiner,"{'OfficeHolder', 'Politician'}"
%C5%BDiar_nad_Hronom,"{'Location', 'Town'}"
%C5%BDilina,"{'City', 'Location'}"
%C5%BDilina_Region,"{'AdministrativeRegion', 'Location'}"
%C5%BDitora%C4%91a,"{'Location', 'Village'}"
%C5%BDivojin_Mi%C5%A1i%C4%87,"{'MilitaryPerson', 'Politician'}"
%C5%BDu%C5%BEemberk,"{'Location', 'Settlement'}"
%C7%81Karas_Region,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C8%98imon,"{'Location', 'River'}"
%C8%98old%C4%83ne%C8%99ti_District,"{'AdministrativeRegion', 'Location', 'Settlement'}"
%C8%98u%C8%99i%C8%9Ba_(Gorj),"{'Location', 'River'}"
%C8%98u%C8%99i%C8%9Ba_(Siret),"{'Location', 'River'}"
%E1%B8%A4a%CA%BCil,"{'Location', 'Settlement'}"
(Everything_I_Do)_I_Do_It_for_You,"{'Single', 'Song'}"
(God_Must_Have_Spent)_A_Little_More_Time_on_You,"{'Single', 'Song'}"
(I_Can%27t_Get_No)_Satisfaction,"{'Single', 'Song'}"
(I_Know)_I%27m_Losing_You,"{'Single', 'Song'}"
(Sittin%27_On)_The_Dock_of_the_Bay,"{'Single', 'Song'}"
(There%27s)_Always_Something_There_to_Remind_Me,"{'Single', 'Song'}"
(Young)_Pioneers,{'Band'}
...And_You_Will_Know_Us_by_the_Trail_of_Dead,{'Band'}
...Nothing_Like_the_Sun,{'Album'}
.NET_Framework,"{'ProgrammingLanguage', 'Software'}"
01_Distribution,"{'Company', 'Software'}"
1._FC_Bocholt,{'SoccerClub'}
1._FC_Eschborn,{'SoccerClub'}
1._FC_Heidenheim,{'SoccerClub'}
1._FC_K%C3%B6ln,{'SoccerClub'}
1._FC_K%C3%B6ln_II,{'SoccerClub'}
1._FC_Kaiserslautern,{'SoccerClub'}
1._FC_Kaiserslautern_II,{'SoccerClub'}
1._FC_Lokomotive_Leipzig,{'SoccerClub'}
1._FC_Magdeburg,{'SoccerClub'}
1._FC_N%C3%BCrnberg,{'SoccerClub'}
1._FC_N%C3%BCrnberg_II,{'SoccerClub'}
1._FC_Saarbr%C3%BCcken,{'SoccerClub'}
1._FC_Saarbr%C3%BCcken_II,{'SoccerClub'}
1._FC_Schweinfurt_05,{'SoccerClub'}
1._FC_Slov%C3%A1cko,{'SoccerClub'}
1._FC_Tatran_Pre%C5%A1ov,{'SoccerClub'}
1._FC_Union_Berlin,{'SoccerClub'}
1._FFC_Turbine_Potsdam,{'SoccerClub'}
1._FSV_Mainz_05,{'SoccerClub'}
1._FSV_Mainz_05_II,{'SoccerClub'}
1._HFK_Olomouc,{'SoccerClub'}
1._SC_Feucht,{'SoccerClub'}
1._Simmeringer_SC,{'SoccerClub'}
1._Wiener_Neust%C3%A4dter_SC_(2008),{'SoccerClub'}
1._deild_karla_(football),{'SoccerLeague'}
"10,000_Maniacs",{'Band'}
100_(30_Rock),{'TelevisionEpisode'}
100_(Glee),{'TelevisionEpisode'}
100_Million,"{'Single', 'Song'}"
100th_New_York_Infantry_Regiment,{'MilitaryUnit'}
100th_Pennsylvania_Infantry_Regiment,{'MilitaryUnit'}
1017_Records,{'RecordLabel'}
101_Dalmatians:_The_Series,{'TelevisionShow'}
101st_Airborne_Division,{'MilitaryUnit'}
101st_Field_Artillery_Regiment,{'MilitaryUnit'}
101st_Indiana_Infantry_Regiment,{'MilitaryUnit'}
101st_Infantry_Regiment_(United_States),"{'MilitaryPerson', 'MilitaryUnit'}"
102nd_New_York_Infantry_Regiment,{'MilitaryUnit'}
102nd_Pennsylvania_Infantry_Regiment,{'MilitaryUnit'}
103rd_Infantry_Regiment_(United_States),{'MilitaryUnit'}
104th_Illinois_Infantry_Regiment,{'MilitaryUnit'}
104th_New_York_Infantry_Regiment,{'MilitaryUnit'}
107th_Pennsylvania_Infantry_Regiment,{'MilitaryUnit'}
1080i,{'Organisation'}
1080p,{}
108_(band),{'Band'}
10_Bold,{'TelevisionStation'}
10_Minute_Warning,{'Band'}
10_Peach,{'TelevisionStation'}
10_Years_(2011_film),{'Film'}
10_Years_(band),{'Band'}
10cc,{'Band'}
10th_Cavalry_Regiment_(United_States),{'MilitaryUnit'}
10th_Mountain_Division_(United_States),{'MilitaryUnit'}
10th_New_York_Cavalry_Regiment,{'MilitaryUnit'}
10th_New_York_Infantry_Regiment,{'MilitaryUnit'}
10th_arrondissement_of_Paris,{'Settlement'}
11.22.63,{'TelevisionShow'}
110th_Pennsylvania_Infantry_Regiment,{'MilitaryUnit'}
111th_Pennsylvania_Infantry_Regiment,{'MilitaryUnit'}
112_(band),{'Band'}
113th_Ohio_Infantry_Regiment,{'MilitaryUnit'}
116_(hip_hop_group),{'Band'}
116th_Illinois_Infantry_Regiment,{'MilitaryUnit'}
118_(TV_series),{'TelevisionShow'}
118_Avenue,{'Road'}
118th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
11:14,{'Film'}
11Eleven_Project,{'Film'}
11th_Maine_Infantry_Regiment,{'MilitaryUnit'}
11th_Marine_Regiment,{'MilitaryUnit'}
11th_Pennsylvania_Infantry_Regiment,{'MilitaryUnit'}
11th_Pennsylvania_Reserve_Regiment,{'MilitaryUnit'}
12012,{'Band'}
120th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
120th_New_York_Infantry_Regiment,{'MilitaryUnit'}
126th_New_York_Infantry_Regiment,{'MilitaryUnit'}
127th_Illinois_Infantry_Regiment,{'MilitaryUnit'}
12_Yard,{'Company'}
12_Years_a_Slave_(film),{'Film'}
12_de_Octubre_Football_Club,{'SoccerClub'}
12th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
12th_New_York_Infantry_Regiment,{'MilitaryUnit'}
1349_(band),{'Band'}
"137_Avenue,_Edmonton",{'Road'}
13_%26_God,"{'Album', 'Band'}"
13th_Arkansas_Infantry_Regiment,{'MilitaryUnit'}
13th_Demi-Brigade_of_the_Foreign_Legion,"{'MilitaryUnit', 'Weapon'}"
13th_Indiana_Infantry_Regiment,{'MilitaryUnit'}
13th_Planet_Records,{'RecordLabel'}
13th_Waffen_Mountain_Division_of_the_SS_Handschar_(1st_Croatian),{'MilitaryUnit'}
143_Records,{'RecordLabel'}
147th_New_York_Infantry_Regiment,{'MilitaryUnit'}
148th_Pennsylvania_Infantry_Regiment,{'MilitaryUnit'}
14:9_aspect_ratio,{}
14th_Floor_Records,{'RecordLabel'}
14th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
14th_Regiment_(New_York_State_Militia),{'MilitaryUnit'}
1500_or_Nothin%27,"{'Band', 'MusicalArtist'}"
154th_Tennessee_Infantry_Regiment,{'MilitaryUnit'}
15_kV_AC_railway_electrification,{}
15th_(Scottish)_Division,{'MilitaryUnit'}
15th_Arkansas_Infantry_Regiment_(Josey%27s),{'MilitaryUnit'}
15th_Georgia_Infantry_Regiment,{'MilitaryUnit'}
15th_Infantry_Regiment_(Portugal),{'MilitaryUnit'}
15th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
16-17,{'Band'}
16:9_aspect_ratio,{}
16_Horsepower,{'Band'}
16th_Division_(German_Empire),{'MilitaryUnit'}
16th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
16th_arrondissement_of_Paris,{'Settlement'}
"170_Street,_Edmonton",{'Road'}
173rd_Airborne_Brigade,{'MilitaryUnit'}
175th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
17th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
17th_Missouri_Infantry_Regiment,{'MilitaryUnit'}
187_Fac,"{'Band', 'MusicalArtist'}"
18_Months,{'Album'}
18th_Arkansas_Infantry_Regiment_(Marmaduke%27s),{'MilitaryUnit'}
18th_Infantry_Regiment_(United_States),{'MilitaryUnit'}
19-2_(2011_TV_series),{'TelevisionShow'}
1900_(film),{}
1901_(song),"{'Single', 'Song'}"
1911_Revolution,{'MilitaryConflict'}
1922_Konyaspor,{'SoccerClub'}
1927_(band),{'Band'}
1936%E2%80%931939_Arab_revolt_in_Palestine,{'MilitaryConflict'}
1939%E2%80%931940_Winter_Offensive,{'MilitaryConflict'}
1941_(film),{'Film'}
